TCS #, Main , Midblock Route , Side 1 Route , Side 2 Route ,Activation Date,Latitude,Longitude,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
1398, MCCOWAN RD ,, SANDHURST CRCL ,,03/09/1981,43.805140000,-79.265310000,04-30-2015,16272,544
1399, BATHURST ST ,, GREENWIN VILLAGE RD , PRIVATE ACCESS ,09/17/1981,43.790840000,-79.445370000,03-23-2015,18326,1194
1400, STEELES AVE W , 395m WEST OF , YONGE ST , PRIVATE ACCESS ,11/18/1981,43.797030000,-79.424840000,04-16-2012,22646,1273
1401, BLOOR ST W ,, HURON ST ,,11/19/1981,43.667170000,-79.401520000,01-11-2018,10170,7851
1402, BLOOR ST W ,, ABERFOYLE CRES , GARDENVALE RD ,11/24/1981,43.645710000,-79.519020000,05-19-2011,16416,858
1403, WESTON RD ,, GUNNS RD , PRIVATE ACCESS ,11/25/1981,43.675950000,-79.470320000,11-15-2012,15021,136
1404, ST CLAIR AVE W ,, GUNNS RD , OLD STOCK YARDS RD ,11/25/1981,43.671777800,-79.471104800,04-22-2015,13948,974
1405, SPADINA RD ,, LOWTHER AVE ,,02/12/1981,43.668970000,-79.404750000,03-09-2017,9361,2782
1406, WILLIAM R ALLEN RD ,, TRANSIT RD , WILSON HEIGHTS BLVD ,07/12/1981,43.741830000,-79.454320000,03-25-2014,32825,0
1407, WILLIAM R ALLEN RD ,, SHEPPARD AVE W ,,07/12/1981,43.750280000,-79.463380000,04-02-2014,43882,1287
1408, LAKE SHORE BLVD W ,, REES ST ,,12/21/1981,43.639940000,-79.387000000,08-25-2012,22733,1895
1409, JANE ST ,, BEVERLY HILLS DR , PRIVATE ACCESS ,12/16/1981,43.719120000,-79.508130000,09-28-2010,20524,1275
1410, YONGE ST ,, BELSIZE DR ,,12/21/1981,43.700330000,-79.397030000,05-28-2009,13039,1374
1411, PHARMACY AVE ,, INNISWOOD DR ,,12/30/1981,43.739370000,-79.303080000,02-24-2011,9940,324
1412, RENFORTH DR ,, CONVAIR DR ,,01/13/1982,43.672200000,-79.593330000,02-16-2012,21403,116
1413, BIRCHMOUNT RD ,, MCNICOLL AVE ,,01/28/1982,43.808660000,-79.311150000,12-10-2016,17510,94
1414, STEELES AVE W ,, BLACK HAWKWAY , NEW WESTMINSTER DR ,01/20/1982,43.789880000,-79.457620000,05-13-2015,23038,709
1415, YONGE ST , 130m SOUTH OF , EGLINTON AVE W ,,02/25/1982,43.705420000,-79.398090000,06-02-2010,10474,3552
1416, YONGE ST ,, GLOUCESTER ST , IRWIN AVE ,02/26/1982,43.666560000,-79.385230000,11-05-2016,5517,9848
1417, FRONT ST W ,, JOHN ST , PRIVATE ACCESS ,03/03/1982,43.643980000,-79.388730000,04-20-2015,9921,13919
1418, JANE ST ,, BLACK CR N JANE ST RAMP ,,04/06/1982,43.712720000,-79.506420000,06-15-2011,22056,53
1419, MARKHAM RD ,, GREENBRAE CRCT , GREENHOLM CRCT ,05/10/1982,43.762220000,-79.226240000,04-08-2014,15423,643
1420, BLACK CREEK DR ,, TRETHEWEY DR ,,04/06/1982,43.694630000,-79.486120000,11-05-2012,28035,113
1421, BLACK CREEK DR ,, TODD BAYLIS BLVD , PRIVATE ACCESS ,04/06/1982,43.691110000,-79.483860000,04-14-2011,20502,288
1422, BLACK CREEK DR ,, EGLINTON AVE W ,,04/10/1982,43.688390000,-79.482850000,03-27-2013,27273,352
1423, NEILSON RD ,, MILITARY TRL ,,10/06/1982,43.787990000,-79.208340000,01-31-2018,10570,284
1424, ALBION RD ,, ARMEL CRT , PRIVATE ACCESS ,06/15/1982,43.721350000,-79.545750000,05-25-2016,18787,572
1425, QUEEN ST W ,, BROCK AVE ,,06/16/1982,43.641490000,-79.432360000,02-21-2012,8149,2065
1426, COLLEGE ST ,, CLINTON ST ,,06/17/1982,43.655260000,-79.413870000,01-14-2017,7251,3612
1427, SHEPPARD AVE W ,, SENTINEL RD ,,06/17/1982,43.743700000,-79.491820000,01-16-2018,14646,658
1428, ANNETTE ST ,, CLENDENAN AVE ,,06/23/1982,43.662250000,-79.472220000,05-10-2012,9181,2042
1429, PHARMACY AVE ,, GORDON BAKER RD , GLENDINNING AVE ,05/08/1982,43.811790000,-79.334240000,09-01-2016,13107,490
1430, KIPLING AVE ,, JOHN GARLAND BLVD ,,05/08/1982,43.735550000,-79.578290000,12-11-2014,8821,258
1431, FINCH AVE E ,, MIDDLEFIELD RD ,,08/17/1982,43.809900000,-79.257680000,09-15-2014,19443,458
1432, BRIMLEY RD ,, ALEXMUIR BLVD , BRIMWOOD BLVD ,10/08/1982,43.811064000,-79.279731000,12-14-2016,14101,334
1433, PORT UNION RD ,, FANFARE AVE , LAWSON RD ,08/31/1982,43.789720000,-79.140910000,01-23-2018,11914,310
1434, WESTON RD ,, NORTHLAND AVE , PRIVATE ACCESS ,09/13/1982,43.678950000,-79.474080000,04-22-2015,16934,446
1435, SHEPPARD AVE E ,, SHORTING RD ,,09/14/1982,43.791750000,-79.248960000,02-22-2012,12529,659
1436, SHEPPARD AVE E ,, GLEN WATFORD DR , PRIVATE ACCESS ,09/21/1982,43.785940000,-79.276020000,03-01-2012,15262,459
1437, LAWRENCE AVE W ,, BOLINGBROKE RD , PRIVATE ACCESS ,08/10/1982,43.715030000,-79.449470000,07-27-2011,14517,747
1438, BLACK CREEK DR ,, PHOTOGRAPHY DR , PRIVATE ACCESS ,08/10/1982,43.685980000,-79.481710000,07-14-2010,15782,280
1439, ROYAL YORK RD ,, LA ROSE AVE ,,10/18/1982,43.684170000,-79.527390000,04-21-2016,13105,814
1440, CARLINGVIEW DR ,, INTERNATIONAL BLVD , RENFORTH DR ,03/06/1971,43.676864000,-79.591063000,01-07-2017,4726,16
1441, LOWER SHERBOURNE ST ,, THE ESPLANADE ,,07/12/1982,43.649060000,-79.367280000,02-27-2008,6830,2825
1442, LAWRENCE AVE W ,, DUVAL DR , PRIVATE ACCESS ,04/11/1982,43.709770000,-79.474550000,08-04-2011,19325,1220
1443, LAWRENCE AVE E ,, BROCKLEY DR ,,11/11/1982,43.752080000,-79.262440000,02-23-2011,19480,845
1444, SHEPPARD AVE E , 185m WEST OF , KENNEDY RD , PRIVATE ACCESS ,10/11/1982,43.782800000,-79.290490000,04-02-2014,14814,654
1446, MOUNT PLEASANT RD ,, ERSKINE AVE ,,11/25/1982,43.712630000,-79.391740000,01-17-2017,14423,774
1447, VICTORIA PARK AVE ,, DENTON AVE ,,01/12/1982,43.692890000,-79.288990000,07-05-2012,9991,1780
1449, DUFFERIN ST ,, LIBERTY ST , PRIVATE ACCESS ,04/21/1983,43.637110000,-79.426640000,04-25-2016,6472,388
1450, KEELE ST ,, MURRAY ROSS PKWY , PRIVATE ACCESS ,11/24/1982,43.767300000,-79.491990000,02-23-2016,20535,148
1451, YORKDALE RD ,, 401 W ALLEN YORKDALE RAMP , PRIVATE ACCESS ,03/07/1968,43.727580000,-79.449460000,12-06-2017,17906,44
1452, LAWRENCE AVE E ,, CENTENNIAL RD ,,01/26/1983,43.777362600,-79.146529200,02-25-2014,7620,166
1453, SHEPPARD AVE E ,, PARKWAY FOREST DR , PRIVATE ACCESS ,01/27/1983,43.775880000,-79.343710000,06-06-2013,27870,1480
1454, FINCH AVE E ,, SKYMARK DR , PRIVATE ACCESS ,10/02/1983,43.793180000,-79.352270000,10-25-2010,18583,768
1455, WYNFORD DR ,, CONCORDE PL , WYNFORD HEIGHTS CRES ,03/23/1983,43.727360000,-79.327770000,07-08-2014,10717,723
1456, LAKE SHORE BLVD W ,, COLBORNE LODGE DR ,,11/05/1983,43.637865000,-79.458968000,12-03-2014,37223,56
1457, BAY ST ,, ST JOSEPH ST ,,05/25/1983,43.665650000,-79.387700000,11-12-2014,10757,6083
1458, SHERBOURNE ST ,, HOWARD ST ,,05/26/1983,43.671290000,-79.376420000,02-08-2012,8808,2765
1459, FINCH AVE W ,, WESTMORE DR ,,06/30/1983,43.734690000,-79.601020000,12-02-2009,13622,461
1460, QUEEN ST W , 70m WEST OF , YONGE ST ,,03/08/1983,43.652260000,-79.380120000,06-16-2010,7394,5027
1461, QUEEN ST W ,, JOHN ST ,,07/21/1983,43.649920000,-79.391130000,06-14-2017,9183,24081
1462, WYNFORD DR ,, EGLINTON E ST DENNIS RAMP , PRIVATE ACCESS ,04/08/1983,43.723682000,-79.324728000,08-16-2016,10572,366
1463, WYNFORD DR ,, EGLINTON W WYNFORD DR RAMP , PRIVATE ACCESS ,04/08/1983,43.725210000,-79.326000000,11-16-2010,10044,205
1464, EGLINTON AVE E ,, ST DENNIS EGLINTON E RAMP ,,04/08/1983,43.724775738,-79.323852972,03-22-2004,30654,13
1465, PHARMACY AVE ,, PINEMEADOW BLVD , CORINTHIAN BLVD ,12/09/1983,43.792810000,-79.324960000,02-06-2018,11486,724
1466, ROYAL YORK RD ,, NORSEMAN ST ,,09/15/1983,43.636969000,-79.507048000,05-03-2016,11662,549
1467, STEELES AVE W ,, CACTUS AVE , PALM GATE BLVD ,07/09/1983,43.794450000,-79.436540000,07-22-2013,21076,1237
1468, LAWRENCE AVE E ,, FORTUNE GT ,,08/11/1983,43.761009000,-79.219796900,03-08-2011,16769,260
1469, WARDEN AVE ,, TOWER DR ,,10/14/1983,43.754392000,-79.298383000,05-05-2015,19205,240
1470, ROGERS RD ,, OLD WESTON RD , WATT AVE ,01/31/1958,43.681839000,-79.467873500,11-15-2012,12624,1239
1471, OLD KINGSTON RD ,, MILITARY TRL ,,11/30/1983,43.781910000,-79.173000000,04-13-2011,6116,39
1472, JANE ST , 70m NORTH OF , WILLIAM CRAGG DR , PRIVATE ACCESS ,12/15/1983,43.722990000,-79.509120000,12-20-2011,18389,1040
1473, SHEPPARD AVE E ,, BRECKON GT , BRENYON WAY ,01/12/1983,43.800530000,-79.206900000,04-03-2014,9751,292
1474, NEILSON RD ,, BERNER TRL , WICKSON TRL ,02/15/1984,43.802080000,-79.217770000,01-25-2018,15384,266
1475, DANFORTH AVE ,, WOODINGTON AVE ,,01/02/1984,43.683960000,-79.320860000,05-07-2015,10390,3336
1476, YORKDALE RD , 335m EAST OF , DUFFERIN ST ,,08/12/1983,43.728260000,-79.453950000,12-03-2007,14052,0
1477, WILSON AVE ,, ALLINGHAM GDNS , PRIVATE ACCESS ,12/04/1984,43.735600000,-79.442660000,04-21-2016,19315,389
1478, BAY ST , 12m NORTH OF , HAGERMAN ST ,,03/28/1984,43.654360000,-79.383190000,05-09-2011,9560,1864
1479, BLOOR ST W ,, DURIE ST ,,03/27/1984,43.650540000,-79.479060000,01-12-2017,11171,3690
1480, CHURCH ST ,, ALEXANDER ST ,,06/27/1984,43.663710000,-79.380070000,04-27-2016,8532,5265
1481, EGLINTON AVE W ,, COMMERCE BLVD , PRIVATE ACCESS ,07/08/1986,43.662440293,-79.591280057,03-22-2012,16274,185
1482, QUEENS PARK CRES W ,, HOSKIN AVE ,,04/29/1985,43.665060000,-79.393970000,12-08-2015,12836,4643
1483, EGLINTON AVE W ,, EXPLORER DR ,,09/25/1985,43.659770000,-79.594170000,12-10-2014,14580,40
1484, EGLINTON AVE W ,, CENTENNIAL PARK BLVD , ORBITOR DR ,07/01/1988,43.655870000,-79.598430000,03-22-2012,17983,128
1485, MCCOWAN RD ,, TRITON RD ,,03/22/1985,43.775550000,-79.252660000,04-29-2015,19540,233
1486, STEELES AVE W ,, MARTIN GROVE RD ,,12/16/1985,43.757890000,-79.603440000,02-29-2016,23808,719
1487, STEELES AVE W ,, 400 S STEELES AVE W RAMP , PRIVATE ACCESS ,09/19/1985,43.772034671,-79.537988688,11-22-2014,21412,75
1488, ADELAIDE ST W ,, PORTLAND ST ,,11/07/1985,43.645750000,-79.400600000,08-26-2015,7345,2694
1489, WELLINGTON ST W ,, JOHN ST ,,08/14/1985,43.645290000,-79.389180000,04-23-2009,10712,12944
1490, WARDEN AVE ,, BAMBURGH CRCL ,,01/08/1984,43.816190000,-79.324548000,11-15-2014,17881,1166
1491, STEELES AVE E ,, BRIMLEY RD ,,03/10/1985,43.828300000,-79.287180000,05-02-2015,19874,869
1492, STEELES AVE E ,, MCCOWAN RD ,,10/31/1985,43.831070000,-79.275160000,05-04-2015,26842,1919
1493, MCCOWAN RD ,, MCNICOLL AVE ,,07/11/1985,43.817969000,-79.271988000,05-04-2015,23517,612
1494, MIDLAND AVE ,, SILVER STAR BLVD , SOUTH SHIELDS AVE ,11/14/1985,43.807047000,-79.288777000,12-14-2016,13993,798
1495, YORK MILLS RD ,, DVP S YORK MILLS W RAMP ,,11/27/1985,43.757960000,-79.337200000,03-09-2016,18874,30
1496, FINCH AVE W ,, HUMBER COLLEGE BLVD ,,12/19/1985,43.734100000,-79.609920000,11-24-2010,17959,933
1497, AVENUE RD ,, COLLEGE VIEW AVE ,,11/29/1985,43.701860000,-79.407450000,06-26-2012,11207,650
1498, COXWELL AVE ,, GLEBEHOLME BLVD ,,02/12/1985,43.685820000,-79.324620000,05-05-2016,7344,1787
1499, MEADOWVALE RD ,, DEAN PARK RD , GENERATION BLVD ,12/13/1985,43.804250000,-79.168770000,12-16-2009,9227,391
1500, ISLINGTON AVE ,, BEAUMONDE HEIGHTS DR , PRIVATE ACCESS ,12/12/1985,43.742490000,-79.567670000,04-29-2014,12840,212
1501, CONSILIUM PL ,, CORPORATE DR ,,07/23/1986,43.779780000,-79.251250000,03-10-2016,9144,298
1502, CORPORATE DR ,, CORPORATE DR 401 C E RAMP , PRIVATE ACCESS ,07/07/1986,43.779189982,-79.253598312,03-09-2016,7685,222
1503, STEELES AVE E ,, KELVIN GROVE AVE , PUTNAM GT ,04/30/1986,43.822480000,-79.312280000,04-28-2008,24852,337
1504, BIRCHMOUNT RD ,, SANWOOD BLVD , WINTERMUTE BLVD ,04/06/1986,43.816220000,-79.314520000,12-07-2016,11409,353
1505, KING ST W ,, DUNN AVE ,,07/29/1986,43.637750000,-79.433210000,05-17-2017,9339,2582
1506, FINCH AVE W ,, HUMBERLINE DR ,,07/23/1986,43.735070000,-79.617860000,12-02-2009,20162,280
1507, MCCOWAN RD ,, COMMANDER BLVD , PRIVATE ACCESS ,01/21/1987,43.796150000,-79.261490000,04-30-2015,19373,154
1508, DAVENPORT RD ,, OSLER ST ,,06/19/1986,43.670440000,-79.459620000,10-01-2012,7965,811
1509, DANFORTH RD , 18m SOUTH OF , WINTER AVE ,,05/14/1996,43.729250000,-79.251820000,05-26-2016,10219,260
1510, BRIMLEY RD ,, MCNICOLL AVE ,,10/06/1986,43.815687500,-79.281823000,01-09-2017,20273,191
1511, STEELES AVE W ,, PETER KAISER GT , ADESSO DR ,08/14/1986,43.774350000,-79.526830000,03-26-2014,22568,436
1512, FENMAR DR ,, ORMONT DR ,,08/27/1986,43.762535700,-79.556113600,11-30-2009,8958,64
1513, CHESSWOOD DR ,, STEEPROCK DR , PRIVATE ACCESS ,10/29/1986,43.757240000,-79.475060000,10-20-2016,10601,211
1514, FAIRVIEW MALL DR ,, FAIRVIEW MALL DR , PRIVATE ACCESS ,09/24/1986,43.779710000,-79.342650000,06-07-2010,4746,147
1515, FAIRVIEW MALL DR ,, FAIRVIEW MALL 404 S RAMP , PRIVATE ACCESS ,09/18/1986,43.778653609,-79.341797913,02-23-2011,17893,6
1516, BLOOR ST W ,, AUKLAND RD ,,11/13/1986,43.640660000,-79.540590000,05-25-2011,14144,446
1517, SHEPPARD AVE E ,, BUCHAN CRT , PRIVATE ACCESS ,09/25/1986,43.772590000,-79.358650000,03-19-2014,17181,287
1518, SHUTER ST ,, VICTORIA ST ,,11/18/1986,43.654320000,-79.378740000,08-18-2009,8842,6779
1519, MARTIN GROVE RD ,, SILVERSTONE DR ,,07/01/1987,43.750920000,-79.598590000,02-29-2016,10308,536
1520, PHARMACY AVE ,, COLLINGSBROOK BLVD , CORINTHIAN BLVD ,12/11/1986,43.789485900,-79.323551000,02-06-2018,10266,889
1521, BRIMLEY RD ,, CHARTLAND BLVD S ,,11/20/1986,43.801428000,-79.274680000,12-15-2016,12694,262
1522, HARBORD ST ,, MANNING AVE ,,11/27/1986,43.660550000,-79.414660000,06-02-2010,8675,2699
1523, SHEPPARD AVE W ,, KODIAK CRES , YUKON LANE ,12/10/1986,43.751960000,-79.467240000,03-25-2014,19689,163
1524, SIGNET DR ,, ORMONT DR ,,12/17/1986,43.765740500,-79.541198800,03-08-2011,6517,162
1525, THE WEST MALL ,, CIVIC CENTRE CRT , PRIVATE ACCESS ,12/23/1986,43.642270000,-79.565950000,05-17-2012,7780,338
1526, PROGRESS AVE ,, 401 C E PROGRESS AV RAMP , PRIVATE ACCESS ,12/17/1986,43.778447578,-79.259193242,03-21-2016,12688,115
1527, DANFORTH RD ,, TRUDELLE ST ,,01/30/1987,43.739940000,-79.245520000,05-26-2016,12526,400
1528, OAKWOOD AVE ,, JESMOND AVE ,,01/28/1987,43.689540000,-79.439544000,04-13-2011,8685,796
1529, AVENUE RD ,, MELROSE AVE ,,01/15/1987,43.729890000,-79.418670000,04-12-2012,22737,1380
1530, VICTORIA PARK AVE ,, TEMPO AVE , PRIVATE ACCESS ,05/13/1987,43.806400000,-79.337330000,03-30-2011,14126,505
1531, KINGSTON RD ,, RYLANDER BLVD , PRIVATE ACCESS ,06/24/1987,43.797170000,-79.149140000,01-25-2018,17188,69
1532, ATTWELL DR ,, BELFIELD RD , PRIVATE ACCESS ,10/10/1975,43.697940000,-79.593160000,03-23-2009,6967,31
1533, DUFFERIN ST ,, SUPERTEST RD , PRIVATE ACCESS ,07/16/1987,43.777960000,-79.469100000,11-30-2016,21777,227
1534, WILMINGTON AVE ,, OVERBROOK PL ,,02/09/1987,43.762850000,-79.456900000,02-03-2009,8680,1028
1535, MARTIN GROVE RD ,, GARFELLA DR , LEXINGTON AVE ,09/09/1987,43.744290000,-79.595350000,02-29-2016,10582,650
1536, MORNINGSIDE AVE ,, CASEBRIDGE CRT , MCLEVIN AVE ,08/20/1987,43.808920000,-79.202720000,03-02-2016,13384,318
1537, BATHURST ST , 90m NORTH OF , BRIDGMAN AVE , PRIVATE ACCESS ,11/19/1987,43.675170000,-79.415140000,07-29-2010,12800,591
1538, NEILSON RD ,, KEELER BLVD , OAKMEADOW BLVD ,03/09/1987,43.790100000,-79.211620000,01-25-2018,10813,176
1539, MCCOWAN RD ,, ALTON TOWERS CRCL ,,10/29/1987,43.826910000,-79.275890000,05-04-2015,13492,1060
1540, MIDLAND AVE ,, MCNICOLL AVE ,,12/11/1987,43.814630000,-79.292200000,12-10-2016,20964,703
1541, LAKE SHORE BLVD E ,, YONGE ST , HARBOUR ST ,02/11/1987,43.643260000,-79.375430000,06-10-2009,15223,3796
1542, STEELES AVE W ,, BARMAC DR , SCHOLES RD ,11/26/1987,43.768600000,-79.554960000,05-17-2012,19967,331
1543, SHEPPARD AVE E ,, SCUNTHORPE RD , PRIVATE ACCESS ,03/12/1987,43.793310000,-79.241530000,03-01-2011,12958,615
1544, DUFFERIN ST ,, BRIAR HILL AVE , PRIVATE ACCESS ,12/22/1987,43.702370000,-79.452100000,04-11-2016,16505,555
1545, KEELE ST , 160m SOUTH OF , THE POND RD , PRIVATE ACCESS ,12/16/1987,43.770690000,-79.492790000,02-23-2016,11596,11
1546, MORNINGSIDE AVE ,, 401 C W MORNINGSIDE AVE N RAMP , CINEMART DR ,09/12/1987,43.797773762,-79.197949120,03-02-2016,16724,93
1547, STEELES AVE E ,, STRAWBERRY HILLS DR , HILLCROFT DR ,04/28/1988,43.829841000,-79.280400000,12-15-2010,16992,338
1548, KEELE ST ,, DIANA DR ,,12/23/1987,43.741110000,-79.485490000,03-08-2016,18408,247
1549, DUNDAS ST W ,, ANNETTE ST , DUPONT ST ,12/20/1948,43.664500000,-79.458680000,08-17-2015,13673,847
1550, BIRCHMOUNT RD ,, FUNDY BAY BLVD , IVY BUSH AVE ,01/19/1988,43.810780000,-79.312100000,12-07-2016,11276,128
1551, BRIMLEY RD ,, PITFIELD RD ,,06/30/1988,43.783463100,-79.266403000,12-15-2016,14591,301
1552, KIPLING AVE ,, KIDRON VALLEY DR , PRIVATE ACCESS ,09/07/1988,43.756260000,-79.588300000,12-11-2014,6051,1363
1553, MARTIN GROVE RD ,, CABERNET CRCL , GIHON SPRING DR ,06/16/1988,43.754050000,-79.600030000,12-11-2014,6737,308
1554, STEELES AVE E ,, MIDDLEFIELD RD ,,08/17/1988,43.832740000,-79.267940000,03-09-2016,22421,1037
1555, MCLEVIN AVE ,, TAPSCOTT RD ,,07/07/1988,43.805200000,-79.226670000,04-28-2011,11514,508
1556, STEELES AVE E ,, CONACHER DR ,,07/27/1988,43.802280000,-79.400850000,05-17-2012,20175,397
1557, CUMMER AVE ,, MAXOME AVE ,,10/08/1988,43.790550000,-79.401360000,02-22-2017,8847,285
1558, MILLWICK DR ,, MILVAN DR ,,08/18/1988,43.760567700,-79.566042200,02-14-2012,7639,66
1559, LAKE SHORE BLVD E ,, CHERRY ST ,,07/03/1989,43.649355000,-79.356556000,12-01-2009,11607,256
1560, MARKHAM RD ,, MCNICOLL AVE ,,08/09/1988,43.824000000,-79.247850000,03-09-2016,27396,188
1561, YONGE ST ,, MILL ST ,,05/09/1988,43.740370000,-79.405970000,04-21-2011,21319,365
1562, EGLINTON AVE E ,, CEDAR DR , PRIVATE ACCESS ,03/11/1988,43.744030000,-79.215580000,03-12-2010,11823,1302
1563, EGLINTON AVE W ,, GABIAN WAY ,,11/17/1988,43.691780000,-79.467870000,10-22-2012,14067,1723
1564, STEELES AVE W ,, CARPENTER RD , PRIVATE ACCESS ,11/24/1988,43.792070000,-79.447640000,05-13-2015,19528,3356
1565, MIDLAND AVE ,, COPTHORNE AVE , PASSMORE AVE ,10/11/1988,43.820720000,-79.294910000,05-23-2015,13379,367
1566, FINCH AVE E ,, MILLIKEN BLVD ,,01/12/1988,43.801870000,-79.294290000,12-06-2016,18980,424
1567, BRIMLEY RD ,, WENLOCK GT , PORT ROYAL TRL ,12/14/1988,43.821320000,-79.284330000,12-14-2016,10817,135
1568, SHEPPARD AVE E ,, MALVERN ST , PROGRESS AVE ,12/15/1988,43.794680000,-79.234910000,05-01-2017,21065,1337
1569, ELLESMERE RD ,, CONLINS RD ,,12/28/1988,43.787910000,-79.183240000,02-10-2016,8083,549
1570, FINCH AVE W ,, KIPLING AVE ,,02/11/1989,43.743290000,-79.582100000,05-15-2015,22468,5000
1571, JANE ST ,, PRITCHARD AVE ,,01/03/1989,43.669490000,-79.492790000,01-25-2018,12246,729
1572, MCCOWAN RD ,, ALTON TOWERS CRCL ,,04/26/1989,43.822520000,-79.273970000,05-04-2015,14230,726
1573, KINGSTON RD ,, LAWSON RD , OLD KINGSTON RD ,04/27/1989,43.784540000,-79.168720000,12-14-2010,7477,122
1574, LAWRENCE AVE E ,, PORT UNION RD ,,04/05/1989,43.779630000,-79.136690000,05-19-2016,8095,519
1575, WELLESLEY ST E ,, ONTARIO ST ,,06/07/1989,43.667640000,-79.372190000,07-29-2009,7234,3393
1576, KENNEDY RD ,, BONIS AVE , CARDWELL AVE ,09/15/1989,43.785770000,-79.289450000,04-07-2011,21580,863
1577, CARLINGVIEW DR ,, FASKEN DR ,,06/22/1989,43.691530000,-79.597660000,01-19-2017,8331,62
1578, STEELES AVE E ,, ASHCOTT ST , FENTON RD ,06/29/1989,43.827280000,-79.291740000,12-16-2010,18519,292
1579, SPADINA AVE ,, BREMNER BLVD ,,05/28/1989,43.640540000,-79.392940000,07-08-2015,22600,8056
1580, FRONT ST W ,, BLUE JAYS WAY ,,05/25/1989,43.643391500,-79.391253000,06-21-2017,15189,17689
1581, VICTORIA PARK AVE ,, SUNRISE AVE , HOLSWADE RD ,06/28/1989,43.719810000,-79.300600000,03-19-2013,12250,706
1582, MIDDLEFIELD RD ,, MCNICOLL AVE ,,08/30/1989,43.820129600,-79.262052700,01-20-2016,16707,122
1583, STEELES AVE E ,, MARKHAM RD ,,01/01/1966,43.836630000,-79.251160000,01-20-2016,29314,622
1584, MORNINGSIDE AVE ,, MILNER AVE ,,12/21/1989,43.800300000,-79.199080000,02-29-2016,24953,552
1585, VICTORIA PARK AVE ,, ARNCLIFFE CRES , PRIVATE ACCESS ,09/21/1989,43.731880000,-79.305590000,05-09-2013,15720,485
1586, KENNEDY RD ,, MCNICOLL AVE ,,08/29/1989,43.812140000,-79.301930000,05-12-2011,30650,1884
1587, FINCH AVE E ,, NEILSON RD ,,10/13/1989,43.816340000,-79.227520000,12-03-2016,11247,211
1588, YONGE ST ,, QUEENS QUAY ,,05/10/1989,43.641950000,-79.374610000,04-22-2009,9669,1160
1589, QUEEN ST W ,, PETER ST , SOHO ST ,05/10/1989,43.649350000,-79.393660000,06-14-2017,8832,11307
1590, FINCH AVE W ,, ELANA DR , YORK GATE BLVD ,09/28/1989,43.756770000,-79.520700000,10-18-2016,25268,2540
1591, BLOOR ST W ,, MONTGOMERY RD ,,12/12/1989,43.646730000,-79.514540000,09-18-2012,15344,852
1592, KENNEDY RD ,, SUFFERANCE RD , PRIVATE ACCESS ,01/11/1989,43.777340000,-79.285610000,09-30-2013,29744,326
1593, QUEENS QUAY W ,, BATHURST ST ,,01/25/1990,43.635680000,-79.398290000,04-22-2014,7829,1701
1594, BATHURST ST ,, ULSTER ST ,,07/12/1989,43.659800000,-79.409040000,04-02-2015,10369,1931
1595, OAK ST ,, KNOB HILL DR , PRIVATE ACCESS ,12/28/1989,43.708120000,-79.531960000,10-19-2011,10787,240
1596, ROGERS RD ,, NAIRN AVE ,,03/01/1990,43.684200000,-79.451690000,02-24-2014,8419,780
1597, FINCH AVE E ,, FINCHDENE SQ ,,01/19/1990,43.815500000,-79.231510000,12-06-2016,9968,67
1598, FINCH AVE E ,, ADIRONDACK GT , WAYSIDE AVE ,01/30/1990,43.800580000,-79.299630000,12-06-2016,16181,468
1599, BRIMLEY RD ,, DEERFIELD RD ,,01/03/1990,43.745510000,-79.252020000,12-15-2016,10637,223
1600, STEELES AVE W ,, VILLAGE GT , EMERALD LANE ,12/18/1996,43.793480000,-79.441020000,05-15-2012,21646,656
1605, OLD WESTON RD ,, KANE AVE , LAVENDER RD ,01/08/1990,43.680620000,-79.466440000,01-12-2010,7427,491
1606, MORNINGSIDE AVE ,, SEWELLS RD ,,04/09/1990,43.816322600,-79.211156400,02-29-2016,12264,334
1607, ELLESMERE RD ,, MONDEO DR , PRIVATE ACCESS ,12/07/1990,43.764300000,-79.287720000,05-19-2016,22109,1075
1608, UNIVERSITY AVE ,, GERRARD ST W ,,12/20/1990,43.657520000,-79.389520000,01-18-2017,25653,9081
1609, ISLINGTON AVE ,, MONOGRAM PL ,,07/12/1990,43.705210000,-79.550430000,04-29-2014,20402,298
1610, ST CLAIR AVE W ,, VIA ITALIA ,,09/20/1990,43.677390000,-79.445650000,03-06-2008,7834,2538
1611, STEELES AVE W ,, IRONDALE DR , PEARCE RD ,07/11/1990,43.769660000,-79.549600000,05-13-2015,17754,194
1612, STEELES AVE W ,, ROSSDEAN DR , DIRECTOR CRT ,11/14/1990,43.771560000,-79.540620000,09-15-2014,22747,189
1613, ROGERS RD ,, GLENHOLME AVE ,,03/10/1990,43.686520000,-79.441600000,11-19-2008,7779,825
1614, ELLESMERE RD ,, MORRISH RD ,,09/19/1990,43.790170000,-79.173380000,02-10-2016,6129,268
1615, SENTINEL RD ,, MURRAY ROSS PKWY ,,10/18/1990,43.764850000,-79.501290000,07-06-2016,7493,1468
1616, FINCH AVE W ,, TANGIERS RD ,,10/31/1990,43.764110000,-79.488260000,02-23-2016,16447,1532
1617, PHARMACY AVE , 175m SOUTH OF , EGLINTON AVE E , PRIVATE ACCESS ,04/10/1990,43.724040000,-79.296910000,11-17-2014,11958,449
